fips,state_name,latitude,longtitude,hq_address,hospital_name,hospital_type,hq_city,hq_state
28065.0,Mississippi,31.5941,-89.8726,1102 Rose St,Jefferson Davis Community Hospital,Critical Access Hospital,Prentiss,MS
28067.0,Mississippi,31.68502550000005,-89.14074649999998,1220 Jefferson St,South Central Regional Medical Center,Short Term Acute Care Hospital,Laurel,MS
28071.0,Mississippi,34.347455600000046,-89.53101009999995,1100 Belk Blvd,Baptist Memorial Hospital - North Mississippi,Short Term Acute Care Hospital,Oxford,MS
28075.0,Mississippi,32.370512200000064,-88.69754559999996,1314 19th Ave,Rush Foundation Hospital,Short Term Acute Care Hospital,Meridian,MS
28075.0,Mississippi,32.367520400000046,-88.69896979999999,1102 Constitution Ave,Anderson Regional Medical Center - South (FKA Riley Hospital),Short Term Acute Care Hospital,Meridian,MS
28075.0,Mississippi,32.4096,-88.6778,5000 Highway 39 N,Alliance Health Center,Short Term Acute Care Hospital,Meridian,MS
28077.0,Mississippi,31.554346,-90.099509,1065 E Broad St,Lawrence County Hospital,Critical Access Hospital,Monticello,MS
28081.0,Mississippi,34.242066,-88.71601219999997,830 S Gloster St,North Mississippi Medical Center - Tupelo,Short Term Acute Care Hospital,Tupelo,MS
28083.0,Mississippi,33.517788600000074,-90.19982119999996,1401 River Rd,Greenwood Leflore Hospital,Short Term Acute Care Hospital,Greenwood,MS
28085.0,Mississippi,31.58920130000007,-90.45803919999996,427 Highway 51 N,Kings Daughters Medical Center,Short Term Acute Care Hospital,Brookhaven,MS
28087.0,Mississippi,33.52568250000007,-88.42742429999998,2520 5th St N,Baptist Memorial Hospital - Golden Triangle,Short Term Acute Care Hospital,Columbus,MS
28089.0,Mississippi,32.581413300000065,-90.08316149999996,161 River Oaks Dr,Merit Health Madison,Short Term Acute Care Hospital,Canton,MS
28091.0,Mississippi,31.25594,-89.805606,1560 Sumrall Rd,Marion General Hospital,Short Term Acute Care Hospital,Columbia,MS
28093.0,Mississippi,34.787199,-89.417066,1430 Highway 4 E,Alliance Hospital (AKA Alliance HealthCare System),Short Term Acute Care Hospital,Holly Springs,MS
28095.0,Mississippi,33.9746,-88.4768,1105 Earl Frye Blvd,North Mississippi Medical Center - Gilmore-Amory,Short Term Acute Care Hospital,Amory,MS
28097.0,Mississippi,33.4899,-89.7377,409 Tyler Holmes Dr,Tyler Holmes Memorial Hospital,Critical Access Hospital,Winona,MS
28099.0,Mississippi,32.78271865800008,-89.22966003399995,210 Hospital Cir,Choctaw Health Center,Short Term Acute Care Hospital,Choctaw,MS
28099.0,Mississippi,32.75704620000005,-89.10648659999998,1001 Holland Ave,Neshoba County General Hospital,Short Term Acute Care Hospital,Philadelphia,MS
28105.0,Mississippi,33.47580060000007,-88.82057859999998,400 Hospital Rd,OCH Regional Medical Center,Short Term Acute Care Hospital,Starkville,MS
28107.0,Mississippi,34.30464690000008,-89.91678019999995,303 Medical Center Dr,Panola Medical Center (FKA Merit Health - Batesville),Short Term Acute Care Hospital,Batesville,MS
28109.0,Mississippi,30.55233150000004,-89.66478679999994,130 Highland Pkwy,Highland Community Hospital,Short Term Acute Care Hospital,Picayune,MS
28109.0,Mississippi,30.85628930000007,-89.54236179999998,305 W Moody St,Pearl River County Hospital (AKA Pearl River County Hospital and Nursing Home),Critical Access Hospital,Poplarville,MS
28113.0,Mississippi,31.145970400000067,-90.45945089999998,205 N Cherry St,Beacham Memorial Hospital,Short Term Acute Care Hospital,Magnolia,MS
28113.0,Mississippi,31.251017400000023,-90.4744002,215 Marion Ave,Southwest Mississippi Regional Medical Center,Short Term Acute Care Hospital,McComb,MS
28115.0,Mississippi,34.242475900000045,-88.99572289999998,176 S Main St,North Mississippi Medical Center - Pontotoc,Critical Access Hospital,Pontotoc,MS
28117.0,Mississippi,34.657887800000026,-88.56568829999998,100 Hospital St,Baptist Memorial Hospital - Booneville,Short Term Acute Care Hospital,Booneville,MS
28121.0,Mississippi,32.286473,-90.03484069999996,350 Crossgates Blvd,Merit Health Rankin (FKA Crossgates River Oaks Hospital),Short Term Acute Care Hospital,Brandon,MS
28121.0,Mississippi,32.2355,-90.0719,3550 Highway 468 W,Whitfield Medical Surgical Hospital,Short Term Acute Care Hospital,Whitfield,MS
28123.0,Mississippi,32.365922,-89.47019289999997,330 N Broad St,Lackey Memorial Hospital,Critical Access Hospital,Forest,MS
28121.0,Mississippi,32.377843,-89.7549,317 Highway 13 S,Scott Regional Hospital (AKA Scott Regional Medical Center),Critical Access Hospital,Morton,MS
28125.0,Mississippi,32.904683,-90.884362,47 S Fourth St,Sharkey Issaquena Community Hospital,Short Term Acute Care Hospital,Rolling Fork,MS
28127.0,Mississippi,31.969099,-89.886392,1842 Simpson Highway 149,Simpson General Hospital,Critical Access Hospital,Mendenhall,MS
28127.0,Mississippi,31.87110380000007,-89.72918589999995,300 3rd Ave Se,Magee General Hospital,Short Term Acute Care Hospital,Magee,MS
28131.0,Mississippi,30.845549600000027,-89.11647139999997,1434 Central Ave E,Memorial Hospital at Stone County (FKA Stone County Hospital),Critical Access Hospital,Wiggins,MS
28133.0,Mississippi,33.73419,-90.545497,840 N Oak Ave,North Sunflower Medical Center,Critical Access Hospital,Ruleville,MS
28133.0,Mississippi,33.4572,-90.6501,121 E Baker St,South Sunflower County Hospital,Short Term Acute Care Hospital,Indianola,MS
28139.0,Mississippi,34.73953970000008,-88.95055429999996,1005 City Ave N,Tippah County Hospital,Critical Access Hospital,Ripley,MS
28141.0,Mississippi,34.80200570000005,-88.20847379999998,1777 Curtis Dr,North Mississippi Medical Center - Iuka,Short Term Acute Care Hospital,Iuka,MS
28145.0,Mississippi,34.497514900000056,-89.02769859999995,200 State Highway 30 W,Baptist Memorial Hospital - Union County,Short Term Acute Care Hospital,New Albany,MS
28101.0,Mississippi,32.57545030000006,-89.10358019999995,25117 Highway 15,Laird Hospital,Critical Access Hospital,Union,MS
28147.0,Mississippi,31.120222,-90.156964,100 Hospital Dr,Walthall General Hospital,Critical Access Hospital,Tylertown,MS
28149.0,Mississippi,32.374417,-90.824874,2100 Highway 61 N,Merit Health River Region (FKA River Region Health System),Short Term Acute Care Hospital,Vicksburg,MS
28151.0,Mississippi,33.410986,-91.034791,1400 E Union St,Delta Regional Medical Center - Main Campus,Short Term Acute Care Hospital,Greenville,MS
28153.0,Mississippi,31.673379500000067,-88.63437469999997,950 Matthew Dr,Wayne General Hospital,Short Term Acute Care Hospital,Waynesboro,MS
28155.0,Mississippi,33.53416940000005,-89.26526269999994,70 Medical Plz,North Mississippi Medical Center - Eupora,Short Term Acute Care Hospital,Eupora,MS
28005.0,Mississippi,31.082066,-91.058839,178 Highway 24 E,Field Health System (FKA Field Memorial Community Hospital),Critical Access Hospital,Centreville,MS
28159.0,Mississippi,33.124245,-89.03670289999997,17550 E Main St,Winston Medical Center,Short Term Acute Care Hospital,Louisville,MS
28161.0,Mississippi,34.131415600000025,-89.64227969999996,630 S Main St,Yalobusha General Hospital,Short Term Acute Care Hospital,Water Valley,MS
29001.0,Missouri,40.19273780000003,-92.59017209999996,315 S Osteopathy Ave,Northeast Regional Medical Center,Short Term Acute Care Hospital,Kirksville,MO
29005.0,Missouri,40.34602280000007,-95.3971,26136 Us Highway 59,Community Hospital Fairfax,Critical Access Hospital,Fairfax,MO
29007.0,Missouri,39.17253820000008,-91.87749639999998,620 E Monroe St,Audrain Community Hospital (FKA SSM Health St Marys Hospital - Audrain),Short Term Acute Care Hospital,Mexico,MO
29009.0,Missouri,36.674653,-93.87223259999996,94 Main St,Mercy Hospital Cassville (FKA St Johns Cassville),Critical Access Hospital,Cassville,MO
29009.0,Missouri,36.921015,-93.917123,1000 E Highway 60,Cox Monett Hospital,Critical Access Hospital,Monett,MO
29011.0,Missouri,37.5023,-94.2999,29 Nw 1st Ln,Cox Barton County Hospital (FKA Barton County Memorial Hospital),Critical Access Hospital,Lamar,MO
29013.0,Missouri,38.2495,-94.3407,615 W Nursery St,Bates County Memorial Hospital,Short Term Acute Care Hospital,Butler,MO
29019.0,Missouri,38.94903,-92.315626,1600 E Broadway,Boone Hospital Center,Short Term Acute Care Hospital,Columbia,MO
29019.0,Missouri,38.95810820000003,-92.3113019,604 Old Highway 63 N,Landmark Hospital of Columbia,Rehabilitation Hospital,Columbia,MO
29021.0,Missouri,39.77321770000003,-94.77101789999996,5325 Faraon St,Mosaic Life Care at St Joseph - Medical Center,Short Term Acute Care Hospital,Saint Joseph,MO
29023.0,Missouri,36.77172140000005,-90.41749749999995,1500 N Westwood Blvd,John J Pershing VA Medical Center (FKA Poplar Bluff VA Medical Center),VA Hospital,Poplar Bluff,MO
29023.0,Missouri,36.78701890000008,-90.4433092,3100 Oak Grove Rd,Poplar Bluff Regional Medical Center - Oak Grove,Short Term Acute Care Hospital,Poplar Bluff,MO
29027.0,Missouri,38.8424,-91.9645,10 S Hospital Dr,Callaway Community Hospital (FKA Fulton Medical Center),Short Term Acute Care Hospital,Fulton,MO
29029.0,Missouri,38.12067050000008,-92.683012,54 Hospital Dr,Lake Regional Health System,Short Term Acute Care Hospital,Osage Beach,MO
29031.0,Missouri,37.31085140000005,-89.53959069999996,1701 Lacey St,Southeast Hospital,Short Term Acute Care Hospital,Cape Girardeau,MO
29031.0,Missouri,37.303407,-89.57129709999998,211 Saint Francis Dr,Saint Francis Medical Center (AKA Saint Francis Healthcare System),Short Term Acute Care Hospital,Cape Girardeau,MO
29033.0,Missouri,39.3756,-93.4942,1502 N Jefferson St,Carroll County Memorial Hospital,Critical Access Hospital,Carrollton,MO
29037.0,Missouri,38.66508570000008,-94.37740769999994,2800 E Rock Haven Rd,Cass Regional Medical Center,Critical Access Hospital,Harrisonville,MO
29037.0,Missouri,38.814,-94.5044,17065 S 71 Hwy,Belton Regional Medical Center (FKA Research Belton Hospital),Short Term Acute Care Hospital,Belton,MO
29047.0,Missouri,39.14954040000004,-94.551452,2800 Clay Edwards Dr,North Kansas City Hospital,Short Term Acute Care Hospital,North Kansas City,MO
29047.0,Missouri,39.27474710000007,-94.42438949999996,2525 Glenn Hendren Dr,Liberty Hospital,Short Term Acute Care Hospital,Liberty,MO
29049.0,Missouri,39.73044586200007,-94.218040466,1600 E Evergreen St,Cameron Regional Medical Center,Short Term Acute Care Hospital,Cameron,MO
29051.0,Missouri,38.565683500000034,-92.18171739999995,1125 Madison St,Capital Region Medical Center,Short Term Acute Care Hospital,Jefferson City,MO
29051.0,Missouri,38.559979,-92.221905,2505 Mission Dr,SSM Health St Marys Hospital - Jefferson City,Short Term Acute Care Hospital,Jefferson City,MO
29065.0,Missouri,37.6604,-91.5692,35629 Highway 72,Salem Memorial District Hospital,Critical Access Hospital,Salem,MO
29071.0,Missouri,38.5566,-91.0239,901 E 5th St,Mercy Hospital Washington,Short Term Acute Care Hospital,Washington,MO
29055.0,Missouri,38.19585130000007,-91.170005,751 Sappington Bridge Rd,Missouri Baptist Sullivan Hospital,Critical Access Hospital,Sullivan,MO
29073.0,Missouri,38.69300570000007,-91.44966139999995,509 W 18th St,Hermann Area District Hospital,Critical Access Hospital,Hermann,MO
29075.0,Missouri,40.25277520000003,-94.32432769999996,705 N College St,Mosaic Medical Center - Albany (FKA Northwest Medical Center),Critical Access Hospital,Albany,MO
29077.0,Missouri,37.17936030000004,-93.275181,1235 E Cherokee St,Mercy Hospital Springfield (FKA St Johns Hospital),Short Term Acute Care Hospital,Springfield,MO
29077.0,Missouri,37.14528850000005,-93.27942579999996,3801 S National Ave,Cox Medical Center South,Short Term Acute Care Hospital,Springfield,MO
29079.0,Missouri,40.067598100000055,-93.58172229999995,191 Iowa Blvd,Wright Memorial Hospital,Critical Access Hospital,Trenton,MO
29081.0,Missouri,40.2652,-94.0268,2600 Miller St,Harrison County Community Hospital,Critical Access Hospital,Bethany,MO
29083.0,Missouri,38.389614900000026,-93.76842969999996,1600 N 2nd St,Golden Valley Memorial Hospital,Short Term Acute Care Hospital,Clinton,MO
29091.0,Missouri,36.73826920000005,-91.8746771,1100 N Kentucky Ave,Ozarks Medical Center (AKA Ozarks Healthcare),Short Term Acute Care Hospital,West Plains,MO
29091.0,Missouri,37.00258750000006,-91.70314269999994,100 W Us Highway 60,Mercy St Francis Hospital,Critical Access Hospital,Mountain View,MO
29095.0,Missouri,39.08346750000004,-94.57711289999996,2401 Gillham Rd,Childrens Mercy Adele Hall Campus,Childrens Hospital,Kansas City,MO
29095.0,Missouri,38.940093500000046,-94.37764969999996,100 Ne Saint Lukes Blvd,Saint Lukes East Hospital,Short Term Acute Care Hospital,Lees Summit,MO
29095.0,Missouri,38.935667,-94.60361749999998,1000 Carondelet Dr,St Joseph Medical Center,Short Term Acute Care Hospital,Kansas City,MO
29095.0,Missouri,38.97536540000005,-94.3942712,7900 Lees Summit Rd,Truman Medical Center Lakewood,Short Term Acute Care Hospital,Kansas City,MO
29095.0,Missouri,39.049437400000045,-94.34881389999998,19600 E 39th St S,Centerpoint Medical Center,Short Term Acute Care Hospital,Independence,MO
29095.0,Missouri,39.047445,-94.59004939999994,4401 Wornall Rd,Saint Lukes Hospital of Kansas City,Short Term Acute Care Hospital,Kansas City,MO
29095.0,Missouri,38.90359,-94.33307509999996,2100 Se Blue Pkwy,Lees Summit Medical Center,Short Term Acute Care Hospital,Lees Summit,MO
29095.0,Missouri,39.02557710000008,-94.26344749999998,201 Nw R D Mize Rd,St Marys Medical Center,Short Term Acute Care Hospital,Blue Springs,MO
29095.0,Missouri,39.00880340000003,-94.55809059999996,2316 E Meyer Blvd,Research Medical Center,Short Term Acute Care Hospital,Kansas City,MO
29095.0,Missouri,39.0844,-94.5752,2301 Holmes St,Truman Medical Center Hospital Hill (FKA Truman Medical Center Health Sciences District),Short Term Acute Care Hospital,Kansas City,MO
29095.0,Missouri,39.06367680000005,-94.52774109999996,4801 E Linwood Blvd,Kansas City VA Medical Center,VA Hospital,Kansas City,MO
29145.0,Missouri,37.052636,-94.52683119999996,1102 W 32nd St,Freeman Hospital West,Short Term Acute Care Hospital,Joplin,MO
29097.0,Missouri,37.13616230000008,-94.32120239999996,3125 Dr Russell Smith Way,Mercy Hospital Carthage (FKA Mercy Mccune-Brooks Hospital),Critical Access Hospital,Carthage,MO
29145.0,Missouri,37.03654720000003,-94.509759,100 Mercy Way,Mercy Hospital Joplin,Short Term Acute Care Hospital,Joplin,MO
29189.0,Missouri,38.52920960000006,-90.475447,1015 Bowles Ave,SSM Health St Clare Hospital - Fenton,Short Term Acute Care Hospital,Fenton,MO
29099.0,Missouri,38.132426,-90.373804,1400 US-61,Mercy Hospital Jefferson (FKA Jefferson Regional Medical Center),Short Term Acute Care Hospital,Festus,MO
29101.0,Missouri,38.765869,-93.72240739999997,403 Burkarth Rd,Western Missouri Medical Center,Short Term Acute Care Hospital,Warrensburg,MO
29105.0,Missouri,37.68157350000007,-92.63429469999994,100 Hospital Dr,Mercy Hospital Lebanon,Short Term Acute Care Hospital,Lebanon,MO
29107.0,Missouri,39.18971540000007,-93.8772234,1500 State St,Lafayette Regional Health Center,Critical Access Hospital,Lexington,MO
29109.0,Missouri,36.969776600000046,-93.70997259999996,500 Porter Ave,Mercy Hospital Aurora (FKA St Johns Hospital Aurora),Critical Access Hospital,Aurora,MO
29113.0,Missouri,38.983042700000055,-90.96357929999994,1000 E Cherry St,Mercy Hospital Lincoln (FKA Lincoln County Medical Center),Critical Access Hospital,Troy,MO
29115.0,Missouri,39.77491320000007,-93.06840539999996,130 E Lockling St,Pershing Memorial Hospital,Critical Access Hospital,Brookfield,MO
29117.0,Missouri,39.81700560000007,-93.55110479999996,2799 N Washington St,Hedrick Medical Center,Critical Access Hospital,Chillicothe,MO
29127.0,Missouri,39.69898080000007,-91.39454059999996,6000 Hospital Dr,Hannibal Regional Hospital,Short Term Acute Care Hospital,Hannibal,MO
29201.0,Missouri,36.88922540000004,-89.58436369999998,1008 N Main St,Missouri Delta Medical Center,Short Term Acute Care Hospital,Sikeston,MO
29145.0,Missouri,36.86601540000004,-94.37040439999998,336 S Jefferson St,Freeman Neosho Hospital,Critical Access Hospital,Neosho,MO
29147.0,Missouri,40.325999600000046,-94.87609159999994,2016 S Main St,Mosaic Medical Center - Maryville (FKA SSM Health St Francis Hospital - Maryville),Short Term Acute Care Hospital,Maryville,MO
29155.0,Missouri,36.23742470000008,-89.74054009999998,946 E Reed St,Pemiscot Memorial Hospital,Short Term Acute Care Hospital,Hayti,MO
29157.0,Missouri,37.73228820000003,-89.86512209999995,434 N West St,Perry County Memorial Hospital,Critical Access Hospital,Perryville,MO
29159.0,Missouri,38.69939420000003,-93.22120979999994,601 E 14th St,Bothwell Regional Health Center,Short Term Acute Care Hospital,Sedalia,MO
29161.0,Missouri,37.95260510000003,-91.78535119999998,1000 W 10th St,Phelps Health (FKA Phelps County Regional Medical Center),Short Term Acute Care Hospital,Rolla,MO
29163.0,Missouri,39.44073090000006,-91.0647641,2305 Georgia St,Pike County Memorial Hospital,Critical Access Hospital,Louisiana,MO
29165.0,Missouri,39.248877,-94.648331,5830 Nw Barry Rd,Saint Lukes North Hospital - Barry Road,Short Term Acute Care Hospital,Kansas City,MO
29167.0,Missouri,37.62653690000008,-93.42004409999998,1500 N Oakland Ave,Citizens Memorial Hospital,Short Term Acute Care Hospital,Bolivar,MO
29171.0,Missouri,40.48209470000006,-93.00567249999996,1926 Oak St,Putnam County Memorial Hospital,Critical Access Hospital,Unionville,MO
29175.0,Missouri,39.42523690000007,-92.41368629999994,1515 Union Ave,Moberly Regional Medical Center,Short Term Acute Care Hospital,Moberly,MO
29177.0,Missouri,39.263084400000025,-93.95759649999997,904 Wollard Blvd,Ray County Memorial Hospital,Critical Access Hospital,Richmond,MO
29183.0,Missouri,38.78082920000003,-90.48480059999996,300 1st Capitol Dr,SSM Health St Joseph Hospital - St Charles,Short Term Acute Care Hospital,St Charles,MO
29183.0,Missouri,38.80258560000004,-90.77581579999998,100 Medical Plz,SSM Health St Joseph Hospital - Lake Saint Louis,Short Term Acute Care Hospital,Lake St Louis,MO
29183.0,Missouri,38.79363990000007,-90.57966239999996,10 Hospital Dr,Barnes-Jewish St Peters Hospital,Short Term Acute Care Hospital,Saint Peters,MO
